date:2018/09/09---LINSSIDDATALOGVER hi 2.8
Time	SSID	MAC	Channel	Mode	Protocol	Security	Privacy	Cipher	Frequency	Quality	Signal	BW	Min_Sig	Max_Sig	Cen_Chan	First_Seen	Last_Seen	Vendor
2018/09/09.16:11:01	"TU"	D4:68:4D:3E:81:98	4	AP		PSK	CCMP	CCMP	2427	20	-110	20	-91	-70	4	2018/09/09.15:54:49	2018/09/09.16:10:04	"Ruckus Wireless"
2018/09/09.16:11:01	"TU"	D4:68:4D:3E:77:38	7	AP	bgn	PSK	CCMP	CCMP	2442	62	-69	20	-89	-63	7	2018/09/09.15:54:49	2018/09/09.16:11:01	"Ruckus Wireless"
2018/09/09.16:11:01	"TU"	D4:68:4D:3E:A7:B8	11	AP	bgn	PSK	CCMP	CCMP	2462	52	-74	20	-81	-67	11	2018/09/09.15:54:49	2018/09/09.16:11:01	"Ruckus Wireless"
2018/09/09.16:11:01	"Directorate"	58:93:96:08:4A:18	2	AP		PSK	TKIP	CCMP TKIP	2417	24	-110	20	-89	-80	2	2018/09/09.15:54:54	2018/09/09.16:06:12	"Ruckus Wireless"
2018/09/09.16:11:01	"TU"	D4:68:4D:3E:54:88	11	AP	bgn	PSK	CCMP	CCMP	2462	22	-89	20	-90	-86	11	2018/09/09.15:54:59	2018/09/09.16:11:01	"Ruckus Wireless"
2018/09/09.16:11:01	"TU"	D4:68:4D:3E:54:8C	153	AP	bgnac	PSK	CCMP	CCMP	5765	26	-87	80	-90	-84	151	2018/09/09.15:54:59	2018/09/09.16:11:01	"Ruckus Wireless"
2018/09/09.16:11:01	"HP-Print-9E-LaserJet Pro MFP"	44:1C:A8:0F:72:9E	6	AP		PSK	TKIP	TKIP CCMP	2437	26	-110	20	-89	-87	6	2018/09/09.15:55:10	2018/09/09.15:57:34	"Hon Hai Precision Ind. Co.,Ltd."
2018/09/09.16:11:01	"TU"	D4:68:4D:3E:A6:38	4	AP		PSK	CCMP	CCMP	2427	26	-110	20	-90	-85	4	2018/09/09.15:55:43	2018/09/09.16:06:12	"Ruckus Wireless"
2018/09/09.16:11:01	"DIRECT-50-HP M427 LaserJet"	42:49:0F:9A:96:50	6	AP		PSK	CCMP	CCMP	2437	22	-110	20	-89	-89	6	2018/09/09.15:56:28	2018/09/09.15:56:49	"<unrecognized>"
2018/09/09.16:11:01	"TU"	D4:68:4D:3E:57:78	11	AP	bgn	PSK	CCMP	CCMP	2462	40	-80	20	-88	-76	11	2018/09/09.15:56:28	2018/09/09.16:11:01	"Ruckus Wireless"
2018/09/09.16:11:01	"TU"	D4:68:4D:3E:86:68	4	AP		PSK	CCMP	CCMP	2427	26	-110	20	-91	-86	4	2018/09/09.15:56:49	2018/09/09.16:08:01	"Ruckus Wireless"
2018/09/09.16:11:01	"TU"	94:F6:65:1D:EC:D8	1	AP	bgn	PSK	CCMP	CCMP	2412	42	-79	20	-91	-75	1	2018/09/09.15:57:24	2018/09/09.16:11:01	"Ruckus Wireless"
2018/09/09.16:11:01	"TU"	D4:68:4D:3E:78:A8	7	AP	bgn	PSK	CCMP	CCMP	2442	26	-87	20	-90	-87	7	2018/09/09.15:58:44	2018/09/09.16:11:01	"Ruckus Wireless"
2018/09/09.16:11:01	"TU"	D4:68:4D:3E:A7:BC	161	AP		PSK	CCMP	CCMP	5805	22	-110	80	-89	-89	159	2018/09/09.15:58:50	2018/09/09.15:59:15	"Ruckus Wireless"
2018/09/09.16:11:01	"PLACEMENT"	54:3D:37:11:BF:D8	10	AP		PSK	CCMP	CCMP	2457	30	-110	20	-91	-85	10	2018/09/09.15:59:20	2018/09/09.16:10:04	"Ruckus Wireless"
2018/09/09.16:11:01	"TU"	D4:68:4D:3E:86:58	1	AP		PSK	CCMP	CCMP	2412	56	-110	20	-90	-70	1	2018/09/09.15:59:25	2018/09/09.16:10:04	"Ruckus Wireless"
2018/09/09.16:11:01	"TU"	D4:68:4D:3E:A3:CC	48	AP	bgnac	PSK	CCMP	CCMP	5240	30	-85	80	-88	-76	46	2018/09/09.16:00:13	2018/09/09.16:11:01	"Ruckus Wireless"
2018/09/09.16:11:01	"\x00"	00:1E:4A:90:00:60	6	AP					2437	18	-110	20	-91	-90	6	2018/09/09.16:00:45	2018/09/09.16:01:54	"Cisco Systems, Inc"
2018/09/09.16:11:01	"\x00"	00:1E:4A:8F:F5:D0	6	AP					2437	26	-110	20	-87	-86	6	2018/09/09.16:00:45	2018/09/09.16:01:59	"Cisco Systems, Inc"
2018/09/09.16:11:01	"TU"	D4:68:4D:3E:86:6C	40	AP		PSK	CCMP	CCMP	5200	24	-110	80	-88	-86	38	2018/09/09.16:00:50	2018/09/09.16:07:02	"Ruckus Wireless"
2018/09/09.16:11:01	"TU"	D4:68:4D:3E:A0:E8	7	AP	bgn	PSK	CCMP	CCMP	2442	28	-86	20	-89	-84	7	2018/09/09.16:01:21	2018/09/09.16:11:01	"Ruckus Wireless"
2018/09/09.16:11:01	"EACCESS"	6C:AA:B3:72:31:CC	100	AP	bgn	PSK	CCMP	CCMP	5500	26	-87	40	-90	-85	102	2018/09/09.16:02:47	2018/09/09.16:11:01	"Ruckus Wireless"
2018/09/09.16:11:01	"TU"	6C:AA:B3:32:31:CC	100	AP	bgn	PSK	CCMP	CCMP	5500	24	-88	40	-89	-86	102	2018/09/09.16:02:57	2018/09/09.16:11:01	"Ruckus Wireless"
2018/09/09.16:11:01	"AAAAAJOeCBoAQwGXRedmi Note 4"	00:EC:0A:26:41:17	6	AP		PSK	CCMP	CCMP	2437	46	-110	20	-77	-57	6	2018/09/09.16:05:04	2018/09/09.16:05:58	"Xiaomi Communications Co Ltd"
2018/09/09.16:11:01	"TU"	E0:10:7F:2E:85:A8	7	AP		PSK	CCMP	CCMP	2442	20	-110	20	-90	-90	7	2018/09/09.16:05:04	2018/09/09.16:05:21	"Ruckus Wireless"
2018/09/09.16:11:01	"JioFi2_AD16A3"	C8:D7:79:AD:16:A3	7	AP	bgn	PSK	CCMP	CCMP	2442	48	-76	20	-89	-76	7	2018/09/09.16:05:10	2018/09/09.16:11:01	"QING DAO HAIER TELECOM CO.,LTD."
2018/09/09.16:11:01	"TU"	D4:68:4D:3E:A1:CC	44	AP		PSK	CCMP	CCMP	5220	26	-110	80	-87	-87	46	2018/09/09.16:05:15	2018/09/09.16:05:41	"Ruckus Wireless"
2018/09/09.16:11:01	"<hidden>"	6C:AA:B3:B2:31:C7	100	AP		PSK	CCMP	CCMP	5500	30	-110	40	-88	-85	102	2018/09/09.16:06:57	2018/09/09.16:09:53	"Ruckus Wireless"
2018/09/09.16:11:01	"TU"	D4:68:4D:3E:89:5C	44	AP		PSK	CCMP	CCMP	5220	34	-110	80	-89	-83	46	2018/09/09.16:07:17	2018/09/09.16:10:04	"Ruckus Wireless"
2018/09/09.16:11:01	"<hidden>"	D4:68:4D:3E:97:F8	10	AP		PSK	TKIP	CCMP TKIP	2457	20	-110	20	-90	-90	10	2018/09/09.16:07:32	2018/09/09.16:09:26	"Ruckus Wireless"
2018/09/09.16:11:01	"TU"	D4:68:4D:3E:8E:3C	36	AP	bgnac	PSK	CCMP	CCMP	5180	26	-87	80	-88	-87	38	2018/09/09.16:08:01	2018/09/09.16:11:01	"Ruckus Wireless"
2018/09/09.16:11:01	"TU"	6C:AA:B3:32:24:6C	108	AP	bgn	PSK	CCMP	CCMP	5540	28	-86	40	-86	-86	110	2018/09/09.16:10:51	2018/09/09.16:11:01	"Ruckus Wireless"
2018/09/09.16:11:01	"EACCESS"	6C:AA:B3:72:24:6C	108	AP	bgn	PSK	CCMP	CCMP	5540	22	-89	40	-89	-88	110	2018/09/09.16:10:51	2018/09/09.16:11:01	"Ruckus Wireless"
2018/09/09.16:11:07	"sj"	DA:32:E3:B9:FF:04	6	AP	bgnac	PSK	CCMP	CCMP	2437	96	-52	40	-87	-32	6	2018/09/09.15:54:38	2018/09/09.16:11:07	"<unrecognized>"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:81:88	1	AP	bgn	PSK	CCMP	CCMP	2412	96	-52	20	-63	-48	1	2018/09/09.15:54:38	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:54:98	1	AP	bgn	PSK	CCMP	CCMP	2412	48	-76	20	-80	-66	1	2018/09/09.15:54:38	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:59:38	1	AP	bgn	PSK	CCMP	CCMP	2412	74	-63	20	-70	-60	1	2018/09/09.15:54:38	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:19:78	4	AP	bgn	PSK	CCMP	CCMP	2427	84	-58	20	-72	-57	4	2018/09/09.15:54:38	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:87:F8	11	AP	bgn	PSK	CCMP	CCMP	2462	100	-44	20	-78	-37	11	2018/09/09.15:54:38	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:82:98	9	AP	bgn	PSK	CCMP	CCMP	2452	100	-34	20	-74	-26	9	2018/09/09.15:54:38	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:A3:08	7	AP	bgn	PSK	CCMP	CCMP	2442	74	-63	20	-76	-59	7	2018/09/09.15:54:38	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"COMMITTEE ROOM"	D4:68:4D:3E:A4:28	10	AP	bgn	PSK	TKIP	CCMP TKIP	2457	50	-75	20	-79	-54	10	2018/09/09.15:54:38	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:8C:88	11	AP	bgn	PSK	CCMP	CCMP	2462	100	-44	20	-89	-41	11	2018/09/09.15:54:38	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:91:D8	11	AP	bgn	PSK	CCMP	CCMP	2462	62	-69	20	-87	-49	11	2018/09/09.15:54:38	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:A3:C8	11	AP	bgn	PSK	CCMP	CCMP	2462	72	-64	20	-72	-52	11	2018/09/09.15:54:38	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"DD Office"	00:1E:4A:90:00:20	11	AP		PSK	TKIP	TKIP	2462	22	-110	20	-91	-79	11	2018/09/09.15:54:38	2018/09/09.16:09:47	"Cisco Systems, Inc"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:8A:6C	36	AP		PSK	CCMP	CCMP	5180	28	-110	80	-88	-69	38	2018/09/09.15:54:38	2018/09/09.16:08:12	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:A6:8C	36	AP	bgnac	PSK	CCMP	CCMP	5180	62	-69	80	-84	-66	38	2018/09/09.15:54:38	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:77:3C	40	AP	bgnac	PSK	CCMP	CCMP	5200	26	-87	80	-89	-83	38	2018/09/09.15:54:38	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:8B:4C	40	AP	bgnac	PSK	CCMP	CCMP	5200	24	-88	80	-90	-86	38	2018/09/09.15:54:38	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:91:DC	44	AP	bgnac	PSK	CCMP	CCMP	5220	38	-81	80	-84	-59	46	2018/09/09.15:54:38	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:59:3C	48	AP	bgnac	PSK	CCMP	CCMP	5240	48	-76	80	-79	-70	46	2018/09/09.15:54:38	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:82:9C	48	AP	bgnac	PSK	CCMP	CCMP	5240	100	-41	80	-48	-35	46	2018/09/09.15:54:38	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:A3:0C	48	AP	bgnac	PSK	CCMP	CCMP	5240	26	-87	80	-89	-75	46	2018/09/09.15:54:38	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"COMMITTEE ROOM"	D4:68:4D:3E:A4:2C	149	AP		PSK	TKIP	CCMP TKIP	5745	20	-110	40	-90	-73	151	2018/09/09.15:54:38	2018/09/09.16:08:12	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:19:7C	153	AP	bgnac	PSK	CCMP	CCMP	5765	62	-69	80	-87	-69	151	2018/09/09.15:54:38	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:54:DC	157	AP	bgnac	PSK	CCMP	CCMP	5785	32	-84	80	-86	-76	159	2018/09/09.15:54:38	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:87:FC	157	AP	bgnac	PSK	CCMP	CCMP	5785	100	-47	80	-65	-47	159	2018/09/09.15:54:38	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:54:9C	157	AP	bgnac	PSK	CCMP	CCMP	5785	22	-89	80	-90	-82	159	2018/09/09.15:54:38	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:81:9C	157	AP		PSK	CCMP	CCMP	5785	24	-110	80	-90	-81	159	2018/09/09.15:54:38	2018/09/09.15:59:41	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:81:8C	161	AP	bgnac	PSK	CCMP	CCMP	5805	68	-66	80	-73	-65	159	2018/09/09.15:54:38	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:8C:8C	161	AP	bgnac	PSK	CCMP	CCMP	5805	72	-64	80	-72	-59	159	2018/09/09.15:54:38	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:8E:88	1	AP		PSK	CCMP	CCMP	2412	26	-110	20	-89	-83	1	2018/09/09.15:54:43	2018/09/09.15:57:34	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:8B:48	1	AP		PSK	CCMP	CCMP	2412	30	-110	20	-90	-84	1	2018/09/09.15:54:43	2018/09/09.16:08:01	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:87:28	1	AP		PSK	CCMP	CCMP	2412	22	-110	20	-89	-81	1	2018/09/09.15:54:43	2018/09/09.16:09:37	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	6C:AA:B3:32:31:C8	1	AP	bgn	PSK	CCMP	CCMP	2412	76	-62	20	-82	-61	1	2018/09/09.15:54:43	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"EACCESS"	6C:AA:B3:72:31:C8	1	AP	bgn	PSK	CCMP	CCMP	2412	76	-62	20	-86	-61	1	2018/09/09.15:54:43	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:81:A8	4	AP		PSK	CCMP	CCMP	2427	24	-110	20	-89	-74	4	2018/09/09.15:54:43	2018/09/09.16:09:26	"Ruckus Wireless"
2018/09/09.16:11:07	"AndroidAP"	AC:C3:3A:7A:83:E8	6	AP		PSK	CCMP	CCMP	2437	66	-110	20	-72	-64	6	2018/09/09.15:54:43	2018/09/09.15:59:41	"Samsung Electronics Co.,Ltd"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:81:C8	4	AP	bgn	PSK	CCMP	CCMP	2427	36	-82	20	-90	-72	4	2018/09/09.15:54:43	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"<hidden>"	2C:E6:CC:1A:CB:D8	4	AP		PSK	TKIP	CCMP TKIP	2427	52	-110	20	-84	-62	4	2018/09/09.15:54:43	2018/09/09.16:10:04	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:54:D8	6	AP	bgn	PSK	CCMP	CCMP	2437	46	-77	20	-81	-69	6	2018/09/09.15:54:43	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:A6:88	7	AP	bgn	PSK	CCMP	CCMP	2442	78	-61	20	-75	-61	7	2018/09/09.15:54:43	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:8A:68	7	AP	bgn	PSK	CCMP	CCMP	2442	36	-82	20	-88	-65	7	2018/09/09.15:54:43	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:54:18	9	AP	bgn	PSK	CCMP	CCMP	2452	26	-87	20	-90	-73	9	2018/09/09.15:54:43	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:58:E8	9	AP	bgn	PSK	CCMP	CCMP	2452	40	-80	20	-89	-77	9	2018/09/09.15:54:43	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	6C:AA:B3:32:24:68	11	AP	bgn	PSK	CCMP	CCMP	2462	56	-72	20	-89	-68	11	2018/09/09.15:54:43	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"EACCESS"	6C:AA:B3:72:24:68	11	AP	bgn	PSK	CCMP	CCMP	2462	58	-71	20	-90	-71	11	2018/09/09.15:54:43	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:8E:38	4	AP	bgn	PSK	CCMP	CCMP	2427	36	-82	20	-88	-82	4	2018/09/09.15:54:49	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:89:58	4	AP	bgn	PSK	CCMP	CCMP	2427	62	-69	20	-89	-66	4	2018/09/09.15:54:49	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:81:98	4	AP	bgn	PSK	CCMP	CCMP	2427	32	-84	20	-91	-70	4	2018/09/09.15:54:49	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:77:38	7	AP	bgn	PSK	CCMP	CCMP	2442	62	-69	20	-89	-63	7	2018/09/09.15:54:49	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:A7:B8	11	AP	bgn	PSK	CCMP	CCMP	2462	50	-75	20	-81	-67	11	2018/09/09.15:54:49	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"Directorate"	58:93:96:08:4A:18	2	AP		PSK	TKIP	CCMP TKIP	2417	24	-110	20	-89	-80	2	2018/09/09.15:54:54	2018/09/09.16:06:12	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:54:88	11	AP	bgn	PSK	CCMP	CCMP	2462	22	-89	20	-90	-86	11	2018/09/09.15:54:59	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:54:8C	153	AP	bgnac	PSK	CCMP	CCMP	5765	24	-88	80	-90	-84	151	2018/09/09.15:54:59	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"HP-Print-9E-LaserJet Pro MFP"	44:1C:A8:0F:72:9E	6	AP		PSK	TKIP	TKIP CCMP	2437	26	-110	20	-89	-87	6	2018/09/09.15:55:10	2018/09/09.15:57:34	"Hon Hai Precision Ind. Co.,Ltd."
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:A6:38	4	AP		PSK	CCMP	CCMP	2427	26	-110	20	-90	-85	4	2018/09/09.15:55:43	2018/09/09.16:06:12	"Ruckus Wireless"
2018/09/09.16:11:07	"DIRECT-50-HP M427 LaserJet"	42:49:0F:9A:96:50	6	AP		PSK	CCMP	CCMP	2437	22	-110	20	-89	-89	6	2018/09/09.15:56:28	2018/09/09.15:56:49	"<unrecognized>"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:57:78	11	AP	bgn	PSK	CCMP	CCMP	2462	40	-80	20	-88	-76	11	2018/09/09.15:56:28	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:86:68	4	AP		PSK	CCMP	CCMP	2427	26	-110	20	-91	-86	4	2018/09/09.15:56:49	2018/09/09.16:08:01	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	94:F6:65:1D:EC:D8	1	AP	bgn	PSK	CCMP	CCMP	2412	42	-79	20	-91	-75	1	2018/09/09.15:57:24	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:78:A8	7	AP	bgn	PSK	CCMP	CCMP	2442	26	-87	20	-90	-87	7	2018/09/09.15:58:44	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:A7:BC	161	AP		PSK	CCMP	CCMP	5805	22	-110	80	-89	-89	159	2018/09/09.15:58:50	2018/09/09.15:59:15	"Ruckus Wireless"
2018/09/09.16:11:07	"PLACEMENT"	54:3D:37:11:BF:D8	10	AP		PSK	CCMP	CCMP	2457	30	-110	20	-91	-85	10	2018/09/09.15:59:20	2018/09/09.16:10:04	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:86:58	1	AP		PSK	CCMP	CCMP	2412	56	-110	20	-90	-70	1	2018/09/09.15:59:25	2018/09/09.16:10:04	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:A3:CC	48	AP	bgnac	PSK	CCMP	CCMP	5240	30	-85	80	-88	-76	46	2018/09/09.16:00:13	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"\x00"	00:1E:4A:90:00:60	6	AP					2437	18	-110	20	-91	-90	6	2018/09/09.16:00:45	2018/09/09.16:01:54	"Cisco Systems, Inc"
2018/09/09.16:11:07	"\x00"	00:1E:4A:8F:F5:D0	6	AP					2437	26	-110	20	-87	-86	6	2018/09/09.16:00:45	2018/09/09.16:01:59	"Cisco Systems, Inc"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:86:6C	40	AP		PSK	CCMP	CCMP	5200	24	-110	80	-88	-86	38	2018/09/09.16:00:50	2018/09/09.16:07:02	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:A0:E8	7	AP	bgn	PSK	CCMP	CCMP	2442	28	-86	20	-89	-84	7	2018/09/09.16:01:21	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"EACCESS"	6C:AA:B3:72:31:CC	100	AP	bgn	PSK	CCMP	CCMP	5500	24	-88	40	-90	-85	102	2018/09/09.16:02:47	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	6C:AA:B3:32:31:CC	100	AP	bgn	PSK	CCMP	CCMP	5500	26	-87	40	-89	-86	102	2018/09/09.16:02:57	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"AAAAAJOeCBoAQwGXRedmi Note 4"	00:EC:0A:26:41:17	6	AP		PSK	CCMP	CCMP	2437	46	-110	20	-77	-57	6	2018/09/09.16:05:04	2018/09/09.16:05:58	"Xiaomi Communications Co Ltd"
2018/09/09.16:11:07	"TU"	E0:10:7F:2E:85:A8	7	AP		PSK	CCMP	CCMP	2442	20	-110	20	-90	-90	7	2018/09/09.16:05:04	2018/09/09.16:05:21	"Ruckus Wireless"
2018/09/09.16:11:07	"JioFi2_AD16A3"	C8:D7:79:AD:16:A3	7	AP	bgn	PSK	CCMP	CCMP	2442	48	-76	20	-89	-76	7	2018/09/09.16:05:10	2018/09/09.16:11:07	"QING DAO HAIER TELECOM CO.,LTD."
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:A1:CC	44	AP		PSK	CCMP	CCMP	5220	26	-110	80	-87	-87	46	2018/09/09.16:05:15	2018/09/09.16:05:41	"Ruckus Wireless"
2018/09/09.16:11:07	"<hidden>"	6C:AA:B3:B2:31:C7	100	AP	bgn	PSK	CCMP	CCMP	5500	26	-87	40	-88	-85	102	2018/09/09.16:06:57	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:89:5C	44	AP		PSK	CCMP	CCMP	5220	34	-110	80	-89	-83	46	2018/09/09.16:07:17	2018/09/09.16:10:04	"Ruckus Wireless"
2018/09/09.16:11:07	"<hidden>"	D4:68:4D:3E:97:F8	10	AP		PSK	TKIP	CCMP TKIP	2457	20	-110	20	-90	-90	10	2018/09/09.16:07:32	2018/09/09.16:09:26	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	D4:68:4D:3E:8E:3C	36	AP	bgnac	PSK	CCMP	CCMP	5180	26	-87	80	-88	-87	38	2018/09/09.16:08:01	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"TU"	6C:AA:B3:32:24:6C	108	AP	bgn	PSK	CCMP	CCMP	5540	26	-87	40	-87	-86	110	2018/09/09.16:10:51	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:07	"EACCESS"	6C:AA:B3:72:24:6C	108	AP	bgn	PSK	CCMP	CCMP	5540	24	-88	40	-89	-88	110	2018/09/09.16:10:51	2018/09/09.16:11:07	"Ruckus Wireless"
2018/09/09.16:11:12	"sj"	DA:32:E3:B9:FF:04	6	AP	bgnac	PSK	CCMP	CCMP	2437	92	-54	40	-87	-32	6	2018/09/09.15:54:38	2018/09/09.16:11:12	"<unrecognized>"
2018/09/09.16:11:12	"TU"	D4:68:4D:3E:81:88	1	AP	bgn	PSK	CCMP	CCMP	2412	96	-52	20	-63	-48	1	2018/09/09.15:54:38	2018/09/09.16:11:12	"Ruckus Wireless"
2018/09/09.16:11:12	"TU"	D4:68:4D:3E:54:98	1	AP	bgn	PSK	CCMP	CCMP	2412	48	-76	20	-80	-66	1	2018/09/09.15:54:38	2018/09/09.16:11:12	"Ruckus Wireless"
2018/09/09.16:11:12	"TU"	D4:68:4D:3E:59:38	1	AP	bgn	PSK	CCMP	CCMP	2412	74	-63	20	-70	-60	1	2018/09/09.15:54:38	2018/09/09.16:11:12	"Ruckus Wireless"
2018/09/09.16:11:12	"TU"	D4:68:4D:3E:19:78	4	AP	bgn	PSK	CCMP	CCMP	2427	80	-60	20	-72	-57	4	2018/09/09.15:54:38	2018/09/09.16:11:12	"Ruckus Wireless"
2018/09/09.16:11:12	"TU"	D4:68:4D:3E:87:F8	11	AP	bgn	PSK	CCMP	CCMP	2462	100	-47	20	-78	-37	11	2018/09/09.15:54:38	2018/09/09.16:11:12	"Ruckus Wireless"
2018/09/09.16:11:12	"TU"	D4:68:4D:3E:82:98	9	AP	bgn	PSK	CCMP	CCMP	2452	100	-35	20	-74	-26	9	2018/09/09.15:54:38	2018/09/09.16:11:12	"Ruckus Wireless"
2018/09/09.16:11:12	"TU"	D4:68:4D:3E:A3:08	7	AP	bgn	PSK	CCMP	CCMP	2442	72	-64	20	-76	-59	7	2018/09/09.15:54:38	2018/09/09.16:11:12	"Ruckus Wireless"
2018/09/09.16:11:12	"COMMITTEE ROOM"	D4:68:4D:3E:A4:28	10	AP	bgn	PSK	TKIP	CCMP TKIP	2457	50	-75	20	-79	-54	10	2018/09/09.15:54:38	2018/09/09.16:11:12	"Ruckus Wireless"
